wavelength,sam_spec_norm_R,sam_spec_norm_G,sam_spec_norm_B
679.942279411765,0.3812247414206458,0.030693861227754436,0.07258640584647484
679.546323529412,0.3816699773957126,0.0297607145237619,0.07209187317984482
679.150367647059,0.38557435440783694,0.03019396120775844,0.07297104236496488
678.7544117647061,0.38934173573532466,0.030127307871758983,0.07376778943897994
678.3584558823532,0.3924926364819511,0.02849430113977204,0.07244903566129984
677.9625000000002,0.3971162408384142,0.02699460107978403,0.07228419143908983
677.5665441176473,0.40256181930269286,0.027494501099780026,0.07195450299466982
677.1705882352944,0.4081101445304476,0.027261214423781897,0.07091048958733975
676.7746323529415,0.41341872731009033,0.025328267679797362,0.07082806747623473
676.3786764705885,0.4192067949859583,0.024195160967806432,0.07060827517995472
675.9827205882356,0.4244468799232828,0.023428647603812563,0.07014121655035968
675.5867647058826,0.42937872457017645,0.02316203425981469,0.07104785977251477
675.1908088235297,0.43516679224604465,0.023661934279810688,0.06961920984669466
674.7948529411767,0.4411946023700259,0.025628207691794958,0.07110280784658476
674.3988970588238,0.4444482498801294,0.026894621075784834,0.07236661355019484
674.0029411764708,0.4447564901705602,0.02612810771179097,0.07187208088356481
673.6069852941179,0.4561613809165018,0.021095780843831225,0.06926204736523962
673.2110294117649,0.4589012946092205,0.02272878757581816,0.07093796362437474
672.815073529412,0.46304541406945715,0.024595080983803228,0.07313588658717489
672.419117647059,0.46756627166244297,0.0255615543557955,0.07242156162426486
672.0231617647062,0.47174464004383915,0.026161434379790707,0.07357547117973492
671.6272058823532,0.47595725734639427,0.026094781043791225,0.07349304906862991
671.2312500000003,0.48068360846633346,0.025461574351796298,0.07428979614264497
670.8352941176473,0.4857524487978634,0.0248616943278011,0.07253145777240486
670.4393382352944,0.49147201863141365,0.024628407651802964,0.07368536732787494
670.0433823529414,0.49612987190903535,0.024028527627807758,0.07420737403153996
669.6474264705885,0.5004794848962267,0.024028527627807758,0.07261387988350987
669.2514705882355,0.5037673813274888,0.022995400919816025,0.07222924336501985
668.8555147058826,0.507123775601069,0.02069586082783443,0.0718171328094948
668.4595588235296,0.5093499554764033,0.02036259414783709,0.0703884828836747
668.0636029411767,0.5128433454346194,0.02236219422782109,0.07228419143908983
667.6676470588237,0.5164052332351535,0.024861694327801095,0.07453706247595998
667.2716911764709,0.5269196520309616,0.02179564087182562,0.06994889829111468
666.8757352941179,0.5282211110350026,0.022262214223821894,0.07058080114291973
666.479779411765,0.5320569902048088,0.02302872758781576,0.0717621847354248
666.083823529412,0.5355503801630253,0.024761714323801892,0.07283367217978987
665.6878676470591,0.5392835125693545,0.024328467639805364,0.0703335348096047
665.2919117647061,0.5440441126104534,0.022295540891821623,0.06895983295785461
664.8959558823532,0.5468867730666489,0.02162900753182696,0.0685751964393646
664.5000000000002,0.5524350982944044,0.020295940811837623,0.06599263695807442
664.1040441176473,0.5574354407836163,0.022362194227821094,0.06689928018022948
663.7080882352943,0.5644222207000487,0.02089582083583282,0.06687180614319449
663.3121323529414,0.5670936365504495,0.02036259414783709,0.06368481784713426
662.9161764705884,0.5709637646414145,0.01932946743984536,0.06382218803230928
662.5202205882355,0.5754846222344004,0.019062854095847494,0.06373976592120426
662.1242647058826,0.579149256798412,0.021062454175831496,0.06409692840265928
661.7283088235297,0.584868826631962,0.022628807571818964,0.06645969558766944
661.3323529411767,0.587505993561204,0.02469506098780244,0.06816308588383957
660.9363970588238,0.5993903692033712,0.02052922748783576,0.06489367547667434
660.5404411764708,0.6019247893691362,0.020562554155835494,0.06525083795812936
660.1444852941179,0.605212685800399,0.022062254215823494,0.06656959173580945
659.7485294117649,0.6115144872936515,0.023695260947810427,0.06830045606901458
659.352573529412,0.6175765463387914,0.025661534359794697,0.06722896862464948
658.956617647059,0.6228166312761161,0.025728187695794165,0.06766855321720955
658.5606617647061,0.6293924241386412,0.025061654335799502,0.06769602725424453
658.1647058823531,0.6358654702376886,0.025394921015796833,0.06486620143963934
657.7687500000002,0.6429207479964394,0.026794641071785627,0.0660201109951094
657.3727941176473,0.6491540516473745,0.025528227687795762,0.06577284466179441
656.9768382352944,0.6550791150078784,0.025761514363793894,0.06327270729160922
656.5808823529414,0.660593191314475,0.02542824768379656,0.06330018132864422
656.1849264705885,0.6664840057538197,0.02562820769179496,0.0642892466619043
655.7889705882355,0.6718610863757803,0.028094381123775238,0.0660201109951094
655.3930147058826,0.6768956777861508,0.030393921215756844,0.0661849552173194
654.9970588235296,0.6784368792383052,0.030827167899753382,0.06654211769877443
654.6011029411767,0.6914514692787187,0.02879424115176964,0.061651739106544146
654.2051470588237,0.692684430440442,0.029494101179764035,0.062008901587999155
653.8091911764708,0.6940201383656426,0.029427447843764568,0.06052530358810906
653.4132352941178,0.6975820261661767,0.030127307871758963,0.0612396285510191
653.0172794117649,0.7032330981574088,0.03092714790375256,0.0613769987361941
652.6213235294119,0.705870265086651,0.030393921215756837,0.05948129018077893
652.2253676470591,0.7097746420987752,0.02922748783576617,0.057475685477223835
651.8294117647062,0.7163846838824585,0.03069386122775444,0.05651409418099876
651.4334558823532,0.7200150695253114,0.028660934479770705,0.05505797021814365
651.0375000000003,0.7249469141722047,0.029660734519762703,0.053382053959008545
650.6415441176473,0.7324131789848626,0.030560554555755518,0.05332710588493853
650.2455882352943,0.7372765257894386,0.03152702792774778,0.05310731358865852
649.8496323529414,0.740530173299542,0.030960474571752314,0.0527226770701685
649.4536764705884,0.7433043359134199,0.030860494567753107,0.05181603384801344
649.0577205882355,0.7475512021371336,0.032360194627741104,0.05253035881092348
648.6617647058825,0.7514213302280988,0.03542624808371658,0.055003022144073654
648.2658088235296,0.7582368655387363,0.03209358128374325,0.046211330292873075
647.8698529411766,0.7621754914720199,0.03525961474371791,0.048793889774163234
647.4738970588237,0.7659428727995078,0.03759248150369925,0.05030496181108833
647.0779411764709,0.7689225289403393,0.036292741451709645,0.0497554810703883
646.6819852941179,0.7719364340023294,0.037425848163700585,0.04796966866311318
646.286029411765,0.7784779779436956,0.04039192161567686,0.04796966866311318
645.890073529412,0.7842317966984048,0.041258414983669923,0.048711467663058235
645.494117647059,0.7876566888143034,0.040091981603679244,0.04563437551513803
645.0981617647061,0.7952941982327565,0.042758115043657924,0.045222264959613005
644.7022058823532,0.7992328241660398,0.04295807505165632,0.04478268036705298
644.3062500000002,0.8049866429207482,0.04482436845964139,0.044095829441177944
643.9102941176473,0.8105692170696633,0.04765713523961873,0.04459036210780797
643.5143382352943,0.8149873278991726,0.0470239285476238,0.04434309577449295
643.1183823529414,0.8168710185629159,0.04709058188362326,0.043958459256002926
642.7224264705884,0.8205356531269269,0.050256615343597925,0.04483762844112298
642.3264705882355,0.8249880128775944,0.05375591548356994,0.047694928292763165
641.9305147058826,0.8388245770258245,0.05678864227154569,0.03980987966371765
641.5345588235297,0.8413589971915886,0.05858828234353128,0.04079894499697771
641.1386029411767,0.845092129597918,0.061021129107511805,0.04184295840430779
640.7426470588238,0.8477977943694777,0.06255415583549956,0.04005714599703267
640.3466911764708,0.8514281800123308,0.06375391588348996,0.039507665256332626
639.9507352941179,0.8558462908418393,0.06701992934746383,0.039452717182262634
639.5547794117649,0.8627988218371124,0.06965273611944277,0.0389856585526676
639.158823529412,0.8663607096376472,0.07148570285942811,0.036815209626902455
638.762867647059,0.8724227686827878,0.07495167633140037,0.0359360404417824
638.3669117647061,0.8780053428317015,0.07715123641938275,0.03401285784933226
637.9709558823531,0.8826289471881642,0.07898420315936809,0.03250178581240716
637.5750000000002,0.8869100623330375,0.08155035659534758,0.0313753502939721
637.1790441176473,0.894102335776424,0.08528294341131772,0.03195230507170712
636.7830882352944,0.8993424207137478,0.08968206358728252,0.03387548766415725
636.3871323529414,0.9035892869374624,0.09354795707525158,0.03530413758997735
635.9911764705885,0.9059182135762729,0.09538092381523693,0.03643057310841243
635.5952205882355,0.9071511747379966,0.09804705725521559,0.028133413923841884
635.1992647058826,0.9119117747790949,0.10267946410717851,0.03143029836804209
634.8033088235296,0.9190355503801637,0.10971139105512229,0.03626572888620242
634.4073529411767,0.9245153777656016,0.11601013130707191,0.03700752788614746
634.0113970588237,0.9267415576409349,0.11847630473905219,0.03695257981207745
633.6154411764708,0.9263990684293446,0.11870959141505029,0.03261168196054717
